PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00132 uM,Activity at 0.00295 uM,Activity at 0.00635 uM,Activity at 0.015 uM,Activity at 0.029 uM,Activity at 0.033 uM,Activity at 0.074 uM,Activity at 0.159 uM,Activity at 0.369 uM,Activity at 0.794 uM,Activity at 1.840 uM,Activity at 3.690 uM,Activity at 4.120 uM,Activity at 9.220 uM,Activity at 19.84 uM,Activity at 46.10 uM,Activity at 92.20 uM,Compound QC
1114,844909,647240,C1CCC2=C(C1)C3=C(S2)N=C(SC3=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000029292-01/135606106,,Inactive,,,,0,,,2.5884,0.9873,21,-1.2822,4,0 0 0 0 0 0 0,19.1157,,-1.855,,-2.7351,,,0.0709,,-1.4361,,-0.7733,,,1.8445,,19.1157,,QC'd by DPISMR
1115,845777,2901700,CC1CCN(CC1)CCC(=O)NC2=CC=C(C=C2)Br.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000029827-01/135604386,,Inactive,,,,0,,,,,,,4,,-1.395,,-1.6045,,-3.2068,,,-0.2162,,-1.7795,,-1.3464,,,-1.3826,,-1.395,,QC'd by Asinex Ltd.
1116,846313,648699,CCCN1C2=C(N=C1SCC(=O)N3CCCC4=CC=CC=C43)N(C(=O)N(C2=O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000029882-01/135605220,,Inactive,,,,0,,,2.3531,0.9405,9,-1.0851,4,0 0 0 0 0 0 0,7.6962,,-0.8544,,-2.5709,,,0.1633,,-1.1901,,-0.5765,,,0.2104,,7.6962,,QC'd by Asinex Ltd.
1117,846612,5769119,C/C(=C\CN1C2=C(N=C1NC3=CC=CC=C3)N(C(=O)N(C2=O)C)C)/Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000034609-01/135603991,,Activator,2.9093,31.015,,10,Complete curve; partial efficacy; poor fit,-5.5362,4.9549,0.9488,28.8715,-2.1435,1.4,0 0 0 0 0 0 0,22.8216,,-3.0362,,-2.2109,,,-1.7991,,-1.6427,,0.243,,,34.5437,,22.8216,,QC'd by DPISMR
1118,846917,649310,CSC1=NN=C2N1C3=C(C4=C(S3)CCC4)C(=O)N2C5=CC=CC=C5,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000032385-01/135605825,,Inactive,,,,0,,,0.7,0.9,6,-2.3455,4,0 0 0 0 0 0 0,3.7399,,-3.2046,,-1.6491,,,-1.6343,,-1.7793,,-0.254,,,-0.0122,,3.7399,,QC'd by DPISMR
1119,847362,649759,COC1=C(C=C(C=C1)C2=NN=C(C=C2)SCC(=O)N3CCCC3)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000074529-01/135603621,,Inactive,,,,0,,,1.8579,0.8019,6,-1.5569,4,0 0 0 0 0 0 0,3.8094,,-3.3807,,-1.9527,,,-1.4479,,-1.5881,,0.1715,,,-0.988,,3.8094,,QC'd by DPISMR
1120,847531,649938,CCOC1=CC(=C(C=C1)OCC)NC(=O)CSC2=NC3=C(N2C)N=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000072966-01/135604444,,Inactive,,,,0,,,2.6384,0.8796,4.5,-1.1938,4,0 0 0 0 0 0 0,3.9073,,-1.4373,,-2.6615,,,-0.3519,,-1.502,,-0.6978,,,-0.5511,,3.9073,,QC'd by Asinex Ltd.
1121,848183,650611,C1CC(CN(C1)C(=O)C2=CC3=C(C=C2)OCO3)C4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000070469-01/135606069,,Inactive,,,,0,,,,,,,4,,-0.3137,,-3.0258,,-1.0021,,,-1.5237,,-1.6066,,-0.2077,,,-1.3392,,-0.3137,,QC'd by DPISMR
1122,848424,650866,C1=CC=C2C(=C1)N=C(N2CC3=CC=CO3)C4=CC=CO4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000072553-01/135604758,,Inactive,,,,0,,,,,,,4,,-0.4875,,-2.0205,,-2.8232,,,-0.5002,,-1.7521,,-1.5667,,,-1.7341,,-0.4875,,QC'd by Asinex Ltd.
1123,848460,650901,CCCC1=CC(=C(C(=N1)N)C#N)C2=CC(=C(C=C2)O)OCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000031156-01/135605398,,Inactive,,,,0,,,2.6384,0.9608,12,-1.5159,4,0 0 0 0 0 0 0,10.4539,,-1.9289,,-2.9299,,,-0.456,,-2.0044,,-0.3157,,,-0.0404,,10.4539,,QC'd by Asinex Ltd.
1124,848666,651118,C1CCC2(CC1)OCC(O2)CN3C(=O)C4=CC=CC=C4C(=O)N3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000031643-01/135604856,,Inactive,,,,0,,,1.3987,0.9004,8,-1.6091,4,0 0 0 0 0 0 0,5.0062,,-1.3637,,-3.0075,,,-0.4451,,-1.4483,,-0.6794,,,0.0381,,5.0062,,QC'd by DPISMR
1125,848985,651451,CC1=CC(=CC=C1)NC2=NCC(=O)N2CC3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000075317-01/135603644,,Inactive,,,,0,,,,,,,4,,1.3991,,-0.2597,,-2.4328,,,0.1405,,-1.7699,,-1.0088,,,-1.3506,,1.3991,,QC'd by DPISMR
1126,849007,651473,CCCCCCSC1=C(C(CC(=O)N1)C2=CC=C(C=C2)O)C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000029645-01/135606127,,Inactive,,,,0,,,,,,,4,,-0.3669,,-3.1348,,-2.0332,,,-1.2786,,-1.8264,,-0.1651,,,-1.1031,,-0.3669,,QC'd by DPISMR
1127,849019,651485,CCN1C2=C(N=C1SCC=C)N(C(=O)NC2=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000070767-01/135605997,,Inactive,,,,0,,,1.9887,0.9011,9.5,-1.5495,4,0 0 0 0 0 0 0,6.8779,,-3.3746,,-1.9125,,,-1.9398,,-1.228,,0.2458,,,-0.4696,,6.8779,,QC'd by DPISMR
1128,849685,652192,CC1=CC2=C(C=C1)OC(=CC2=O)NC(=O)N3CCOCC3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000034903-01/135605689,,Inactive,,,,0,,,0.3,0.8722,4,-3.666,4,0 0 0 0 0 0 0,2.3753,,-3.4717,,-1.7124,,,-1.1742,,-1.3562,,0.119,,,-0.0606,,2.3753,,QC'd by Asinex Ltd.
1129,849950,652460,CC1=CC(=NC(=N1)N2CCCC(C2)C(=O)NC3=CC4=NC(=C(N=C4C=C3)C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000074112-01/135603862,,Inactive,,,,0,,,0.8,0.7975,4,-2.1267,4,0 0 0 0 0 0 0,2.265,,-2.277,,-3.4389,,,-0.8218,,-1.6768,,-0.9703,,,-0.6147,,2.265,,QC'd by DPISMR
1130,850063,251365,C1=CC=C2C(=C1)C=CC(=N2)C3=CC=CS3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000029491-01/135605478,,Inactive,,,,0,,,,,,,4,,-0.4111,,-1.3941,,-2.359,,,-0.0816,,-0.8654,,-0.0736,,,-0.7394,,-0.4111,,QC'd by Asinex Ltd.
1131,850182,652693,CCOC(=O)C1=C(SC(=C1C)C)NC(=O)CNCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000070717-01/135604714,,Inactive,,,,0,,,,,,,4,,2.1121,,-0.756,,-2.8253,,,0.2089,,-1.7333,,-0.9541,,,-0.8819,,2.1121,,QC'd by Asinex Ltd.
1132,850589,653115,CC1=CC2=C(O1)C=C(N2C(C)C)C(=O)OCC(=O)NCC3=CC=CS3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000030332-01/135605565,,Inactive,,,,0,,,3.6272,0.9934,23.5,-1.6787,4,0 0 0 0 0 0 0,22.5548,,-2.6489,,-1.8429,,,-1.7043,,-1.3485,,-0.2086,,,0.2545,,22.5548,,QC'd by DPISMR
1133,850897,653443,COC(=O)C1=C(C2=C(O1)C=CC(=C2)Br)N3C=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000071774-01/135603805,,Inactive,,,,0,,,,,,,4,,-0.5913,,-2.7743,,-1.004,,,-1.1617,,-1.8502,,-0.432,,,-0.9787,,-0.5913,,QC'd by Asinex Ltd.
1134,850898,653444,CN1C2=C(C(=O)NC1=O)N(C(=N2)SCC3=CC=C(C=C3)Cl)CC=C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000029327-01/135606112,,Inactive,,,,0,,,2.3531,0.946,13,-1.0906,4,0 0 0 0 0 0 0,10.8308,,-1.4519,,-2.5755,,,0.5554,,-1.0865,,0.1798,,,0.4169,,10.8308,,QC'd by DPISMR
1135,85146114,17757146,COC1=CC(=C(C=C1)OC)C2=NN=C3N2N=C(CS3)C4=CC(=C(C=C4)OC)OC,Active,85,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002264357-01/135605884,,Activator,1.636,83.0591,,85,Complete curve; high efficacy,-5.7862,1.9673,0.9988,81.5266,-1.5324,1.1,0 0 0 0 0 0 0,82.2518,,-1.4761,,-2.544,,,1.0873,,1.724,,44.8178,,,77.4903,,82.2518,,QC'd by NIH Chemical Genomics Center (NCGC)
1136,85146119,44142091,COC1=C(C=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=CC=C4OC)OCC5CC5,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002264362-01/135605510,,Activator,9.2,63.9561,,22,Partial curve; partial efficacy,-5.0362,1.7885,0.9982,63.4053,-0.5508,2.2,0 0 0 0 0 0 0,60.0063,,-0.654,,-1.9617,,,1.3732,,-0.0437,,2.7877,,,31.1295,,60.0063,,QC'd by NIH Chemical Genomics Center (NCGC)
1137,85146121,44142093,COC1=C(C=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=CC=C4Cl)OCC5CC5,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002264364-01/135605341,,Activator,20.5962,62.2941,,21,Partial curve; partial efficacy,-4.6862,1.7529,0.9957,60.6859,-1.6082,2.2,0 0 0 0 0 0 0,48.7117,,-3.3381,,-1.6729,,,-1.7175,,-1.5482,,1.6607,,,10.0217,,48.7117,,QC'd by NIH Chemical Genomics Center (NCGC)
1138,85146123,44142095,COC1=CC=CC=C1C2=NN=C3N2N=C(CS3)C4=CC(=C(C=C4)OC(F)F)OCC5CC5,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002264366-01/135605106,,Activator,8.1995,37.8857,,21,Partial curve; partial efficacy,-5.0862,1.8617,0.9945,37.0338,-0.8519,2.2,0 0 0 0 0 0 0,35.7546,,-1.6631,,-2.3766,,,1.1075,,-0.3005,,1.2421,,,20.3617,,35.7546,,QC'd by NIH Chemical Genomics Center (NCGC)
1139,85146127,44142099,COC1=C(C=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=CC=C4OC)OC5CCOC5,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002264370-01/135605116,,Activator,3.6626,36.6326,,22,Complete curve; partial efficacy,-5.4362,4.095,0.9953,37.4929,0.8603,1.2,0 0 0 0 0 0 0,38.3254,,-0.4241,,-0.9497,,,2.0775,,1.9272,,3.5121,,,36.2603,,38.3254,,QC'd by NIH Chemical Genomics Center (NCGC)
1140,85146128,44142100,COC1=C(C=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=CC=C4Cl)OC5CCOC5,Active,41,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002264371-01/135604085,,Activator,12.9953,77.2056,,41,Partial curve; partial efficacy,-4.8862,1.5095,0.9996,76.2026,-1.003,2.2,0 0 0 0 0 0 0,65.8849,,-1.4727,,-1.4096,,,-0.5377,,-0.0524,,3.0115,,,28.3626,,65.8849,,QC'd by NIH Chemical Genomics Center (NCGC)
1141,85146131,44142103,COC1=CC(=C(C=C1)OC)C2=NN=C3N2N=C(CS3)C4=CC(=C(C=C4)OC)OC5CCOC5,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002264374-01/135605468,,Activator,1.8356,35.1645,,22,Complete curve; partial efficacy,-5.7362,4.9549,0.9779,34.3414,-0.8231,1.2,0 0 0 0 0 0 0,30.8887,,-1.4226,,-2.3281,,,1.2386,,-0.1486,,15.1502,,,38.2582,,30.8887,,QC'd by NIH Chemical Genomics Center (NCGC)
1142,85146412,44142293,COC1=C(C=C2C(=C1)C=NC(=C2C3=CC=C(C=C3)C(=O)OC)C4=CC=CC=C4)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002402809-01/135604792,,Inactive,,,,0,,,2.6384,0.9923,13,-0.9369,4,0 0 0 0 0 0 0,11.1383,,-0.9072,,-1.6141,,,-0.2608,,-0.9495,,-0.7575,,,0.1744,,11.1383,,QC'd by Richard C Larock - Iowa State Univ. - MLI PSL
1143,85146420,44142301,COC1=CC(=CC(=C1)C#CC2=CC3=C(C=C2)C=C(OC3=O)CCO)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002402817-01/135604480,,Inactive,,,,0,,-4.6362,4.5045,0.9944,31,-0.925,4,0 0 0 0 0 0 0,29.6779,,-0.9616,,-2.4375,,,0.3417,,-0.9246,,-0.1442,,,-0.362,,29.6779,,QC'd by Richard C Larock - Iowa State Univ. - MLI PSL
1144,85146629,44142487,CC(C)(C#CC1=C(SC2=CC(=C(C=C21)OC)OC)C3=CC=C(C=C3)OC)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002391652-01/135604766,,Inactive,,,,0,,,2.3531,0.6776,3,-0.8694,4,0 0 0 0 0 0 0,2.6645,,-0.803,,-2.8078,,,0.3559,,-0.387,,-0.7834,,,0.0153,,2.6645,,QC'd by Richard C Larock - Iowa State Univ. - MLI PSL
1145,85146682,44142540,COC1=C(C=C2C(=C1)C=NC(=C2C(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002391718-01/135605490,,Inactive,,,,0,,,3.5117,0.978,10,-1.1444,4,0 0 0 0 0 0 0,9.4091,,-1.0974,,-2.2037,,,-0.1843,,-1.4701,,-1.2419,,,-0.4522,,9.4091,,QC'd by Richard C Larock - Iowa State Univ. - MLI PSL
1146,85147426,44143199,CC1=NC2=C(C(=N1)SCC3=NC4=CC=CC=C4N3)OC5=C2C=CC(=C5)Br.C(=O)(C(F)(F)F)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002391548-01/135605995,,Inactive,,,,0,,,1.3437,0.9848,21,-1.2919,4,0 0 0 0 0 0 0,15.869,,-2.7432,,-2.0403,,,-0.8411,,-1.0282,,0.3706,,,4.1059,,15.869,,QC'd by NIH Chemical Genomics Center (NCGC)
1147,85148408,44143750,COC1=C(C=C(C=C1)[C@@H]2CC(=CC(=O)C2)C3=CC(=CC=C3)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002302534-01/135605869,,Inactive,,,,0,,,1.6436,0.9509,10,-1.792,4,0 0 0 0 0 0 0,7.1932,,-3.16,,-1.767,,,-2.1214,,-1.0385,,-0.6513,,,0.1015,,7.1932,,QC'd by Scott R Gilbertson - Univ. of Texas Medical Branch - MLI PSL
1148,85148741,11767,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002454383-01/135604425,,Inactive,,,,0,,,,,,,4,,1.4894,,-3.2987,,-2.1209,,,-2.0007,,-1.7996,,-0.9482,,,-1.1688,,1.4894,,QC'd by Midwest Research Institute for NIEHS National Toxicology Program
1149,85148802,44143997,CC1(CC(=CC(=O)C1)C2=CC=CC3=C2SC4=CC=CC=C34)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002472069-01/135606005,,Inactive,,,,0,,,1.6924,0.9506,10,-1.573,4,0 0 0 0 0 0 0,6.7724,,-2.5609,,-2.0017,,,-1.4015,,-1.9875,,-0.1347,,,-0.0387,,6.7724,,QC'd by Scott R Gilbertson - Univ. of Texas Medical Branch - MLI PSL
1150,85148864,44144058,COC1=CC=C(C=C1)[C@@H]2CC(=CC(=O)C2)C3=C(C=C(C=C3)OC)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002472132-01/135605018,,Activator,18.3564,37.1464,,10,Single point of activity,-4.7362,4.5045,0.9958,36.0297,-1.1167,3,0 0 0 0 0 0 0,35.5885,,-1.5889,,-2.5973,,,0.1062,,-1.889,,-0.5102,,,0.4181,,35.5885,,QC'd by Scott R Gilbertson - Univ. of Texas Medical Branch - MLI PSL
1151,851560,2849598,CC(C)(C)C(=O)CN1C2=CC=CC=C2N(C1=N)C.Br,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000071053-01/135604806,,Inactive,,,,0,,,,,,,4,,1.5469,,-1.3096,,-2.5711,,,-0.1088,,-0.9306,,-0.5888,,,-0.7342,,1.5469,,QC'd by Asinex Ltd.
1152,851885,654486,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C3=NN=C(N3C4=CC=C(C=C4)OC)SCC#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000030778-01/135604195,,Inactive,,,,0,,,0.8,0.9153,5,-2.0467,4,0 0 0 0 0 0 0,2.7956,,-2.9556,,-2.1746,,,-1.6003,,-1.6011,,-0.6265,,,-0.3299,,2.7956,,QC'd by Asinex Ltd.
1153,851930,654536,CC(C)C1=NC(=C2C(=N1)N(N=N2)CC3=CC=CC=C3F)NCC#C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000075642-01/135604885,,Inactive,,,,0,,,1.5386,0.9664,9,-1.2072,4,0 0 0 0 0 0 0,5.9282,,-2.256,,-1.6264,,,-1.3456,,-1.0025,,-0.5844,,,0.3181,,5.9282,,QC'd by DPISMR
1154,85198138,25058371,COC1=C(C=C2C=NC(=CC2=C1)C3=CC=CC=C3F)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS001308093-01/135606071,,Activator,23.1093,42.4519,,10,Single point of activity,-4.6362,2.5884,0.9946,41.2819,-1.17,3,0 0 0 0 0 0 0,35.1895,,-3.0584,,-1.7697,,,-0.7794,,-1.3098,,0.2878,,,2.6113,,35.1895,,QC'd by Richard C Larock - Iowa State Univ. - MLI PSL
1155,85198142,25058225,COC1=CC=C(C=C1)C2=CC3=CC(=C(C=C3C=N2)OC)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS001360844-01/135604418,,Activator,18.3564,34.4223,,10,Single point of activity,-4.7362,3.5722,0.9967,33.5,-0.9223,3,0 0 0 0 0 0 0,32.3449,,-1.4211,,-2.4352,,,-0.264,,-0.8723,,-0.593,,,1.8992,,32.3449,,QC'd by Richard C Larock - Iowa State Univ. - MLI PSL
1156,85198560,2105986,CC1=C(SC=C1)C(=O)OCC(=O)C2=CC(=C(C=C2)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002249757-01/135603776,,Inactive,,,,0,,,2.6384,0.8126,5.5,-1.1427,4,0 0 0 0 0 0 0,4.908,,-1.3303,,-3.0356,,,0.0778,,-1.5989,,0.2518,,,0.021,,4.908,,QC'd by Enamine
1157,85198697,4787443,CN(CC1=C(C(=C(C=C1)OC)OC)OC)C(=O)COC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N3CCCC3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002245950-01/135604988,,Inactive,,,,0,,,2.6384,0.9842,20,-1.5566,4,0 0 0 0 0 0 0,16.9165,,-1.9281,,-2.9638,,,-0.0789,,-1.4921,,-1.0092,,,0.2429,,16.9165,,QC'd by Enamine
1158,85198963,1681492,COC1=C(C=C(C=C1)/C=C/C(=O)OCC(=O)NC2=CC=CC=C2OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002246142-01/135603853,,Inactive,,,,0,,,1.3437,0.9645,12,-2.2851,4,0 0 0 0 0 0 0,8.7665,,-3.5709,,-2.5167,,,-1.6857,,-1.9978,,-0.5569,,,1.0864,,8.7665,,QC'd by Enamine
1159,85199169,4791335,C1CC(=NC1)NS(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=C(C=C(C=C3)F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002248629-01/135605074,,Inactive,,,,0,,,,,,,4,,-1.6536,,-2.0115,,-2.9634,,,-0.727,,-1.8185,,-0.9874,,,-1.7596,,-1.6536,,QC'd by Enamine
1160,85199288,4791084,COC1=C(C=C(C=C1)CCC(=O)OCC(=O)C2=CC=CN2)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002248687-01/135605325,,Inactive,,,,0,,,,,,,4,,-0.2758,,-3.0531,,-2.1292,,,-1.8974,,-1.5128,,-0.908,,,-0.7386,,-0.2758,,QC'd by Enamine
1161,85199303,4791578,CC1=CC=C(C=C1)NC(=O)CC2=NC(=CS2)COC(=O)C3=C(C=CC=C3Cl)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002248712-01/135605549,,Inactive,,,,0,,,4.9549,0.5598,1,-1.9867,4,0 0 0 0 0 0 0,0.6265,,-2.9056,,-1.1017,,,-1.4168,,-1.6424,,2.9412,,,-1.0033,,0.6265,,QC'd by Enamine
1162,85199667,16311350,C1C(OC2=CC=CC=C2O1)CNC(=O)COC3=C(C=C(C=C3)F)Br,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002246684-01/135604502,,Inactive,,,,0,,,4.9549,0.9894,18.5,-1.024,4,0 0 0 0 0 0 0,18.3001,,-1.5136,,-2.52,,,-0.0458,,-1.1627,,-0.9319,,,-0.4738,,18.3001,,QC'd by Enamine
1163,85200016,2097407,CSC1=C(C=CC=N1)C(=O)OCCCC(=O)C2=CC=C(C=C2)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002249132-01/135605186,,Inactive,,,,0,,,,,,,4,,0.3344,,-0.8873,,-2.269,,,0.274,,-1.1972,,-0.2372,,,-0.4067,,0.3344,,QC'd by Enamine
1164,85201111,44202196,CN1C=NC=C1C#CC2=C(SC3=CC=CC=C32)C4=CSC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002473538-01/135605557,,Inactive,,,,0,,,2.9523,0.9779,14,-1.3954,4,0 0 0 0 0 0 0,12.7095,,-2.8295,,-1.3057,,,-1.7116,,-1.3136,,-0.1075,,,0.0223,,12.7095,,QC'd by Richard C Larock - Iowa State Univ. - MLI PSL
1165,852024,654630,CC(C)SC1=NC2=C(N1CC3=CC=C(C=C3)Cl)C(=O)NC(=O)N2C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000077282-01/135603538,,Inactive,,,,0,,-4.6362,2.5884,0.9724,32.5,-0.2411,4,0 0 0 0 0 0 0,27.7779,,-0.9894,,-2.7009,,,3.0583,,-1.1493,,0.4506,,,2.5702,,27.7779,,QC'd by Asinex Ltd.
1166,85270226,4444077,C1=CC(=C(N=C1)Cl)NC(=O)COC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])NCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002252048-01/135606137,,Inactive,,,,0,,,1.6436,0.7714,5,-1.3379,4,0 0 0 0 0 0 0,2.9079,,-3.1982,,-0.9814,,,-0.9653,,-1.843,,-0.2744,,,-0.649,,2.9079,,QC'd by Enamine
1167,85270540,4783370,CC1=CC(=CC(=C1)C(=O)NCC(=O)OCC(=O)NC2CCCC3=CC=CC=C23)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002165865-01/135605354,,Inactive,,,,0,,,,,,,4,,-0.5376,,-1.3836,,-2.193,,,0.1523,,-0.725,,-0.6016,,,-0.6184,,-0.5376,,QC'd by Enamine
1168,85270888,135485341,CC1=C(NC(=C1C(=O)C)C)C(=O)OCC2=NC3=C(C=CC(=C3)C(=O)OC)C(=O)N2,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002249355-01/135604969,,Inactive,,,,0,,,,,,,4,,-0.4176,,-2.6463,,-1.1992,,,-1.2264,,-1.3045,,-0.664,,,0.0107,,-0.4176,,QC'd by Enamine
1169,85271811,2112453,CCOC1=C(C=C(C=C1)C(=O)OCC(=O)NC2=C(N=CC=C2)Cl)OCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002245745-01/135604880,,Inactive,,,,0,,,2.9023,0.8187,3,-1.3472,4,0 0 0 0 0 0 0,2.6701,,-0.8433,,-2.7893,,,-0.5219,,-1.9712,,-1.4926,,,-0.9047,,2.6701,,QC'd by Enamine
1170,85272340,14521099,CC(C)C(=O)COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS002472924-01/135604950,,Inactive,,,,0,,,,,,,4,,-0.2598,,-0.6866,,-1.6835,,,0.5718,,-0.995,,-0.3474,,,-0.8128,,-0.2598,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
